EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
3486285.578,24228039.32,23516207.71,1285449.763,,-259263.6639,36855302.07,693353.3285,13307361.58,12228509.71,4104846.346,-5226442.861,,707137266.8,16207230.65,15835253.08,Aceptado
4068026.222,48456482.15,,7146468.005,1142070.508,-7584835.833,,302633.2249,,1352353.267,13637820.79,,192355693.7,89019202.11,66261147.14,48214681.95,Aceptado
6720.444761,8537.498235,,24102.33809,28469.98033,,13079.28854,26510.41771,2325.168583,14139.23619,-13696770.97,,,,791786.5751,788669.8159,Aceptado
3483918.931,,,8002965.917,837661.6904,1980758.399,75820871.39,692056.3762,,5688777.415,6464042.661,-2165827.215,160566790.7,77161755.9,47787153.79,26337342.54,Aceptado
98419.40353,,31990.12995,,,-2396446.159,270035.1903,102486.4363,1093761.334,1311341.171,12234.84491,,4135089.452,1941619.049,319510.003,334669.5088,Aceptado
1576156.363,22844126.48,32721317.77,939354.3918,,6285464.19,,471672.2671,3009559.757,9205387.071,3163025.076,-1237364.223,110595359.6,,34383763.73,33945094.28,Aceptado
85936.26319,20137770.7,,927206.183,425800.3335,8012860.994,,159797.6329,1554580.253,148559.2129,9983848.128,-6988867.449,106713741,57959416.36,10426604.62,11855995.36,Aceptado
202138.5147,,629525.5103,1562548.571,1490635.361,-1254261.968,2278855.206,152445.2831,126279.7966,2611.292978,13310227.36,-3306307.255,65515162.1,26925475.24,1521196.321,6231966.731,Aceptado
,49197842.26,,882612.0785,2283517.239,5696227.162,,,18585946.42,1987437.11,20088804.56,,332879231.7,3866420662,20797858.95,19415674.82,Aceptado
320898.3742,3490908.913,2072227.778,,466567.4586,-2546911.784,5332438.49,209421.7285,897433.507,899869.9981,11444044.94,-3311960.425,46774943.85,25514718.11,2969859.435,,Aceptado
,50983612.81,17822493.2,2429428.032,283767.3392,2806762.499,56125852.69,,2078897.439,6249594.783,13723598.67,,103151904.8,67390986.75,,37631921.42,Aceptado
182983.0513,517098.1601,,95821.41605,400330.8379,,370688.2546,,77781.32442,,-2499900.36,-2030947.015,6612887.653,21123176.66,1554339.767,2750084.494,Aceptado
1407419.198,,13654896.59,4585860.175,2409244.019,,57376249.85,242522.5901,,2688384.58,8089824.307,-1156542.724,220352876,105342124.2,39431779.18,27824014.69,Aceptado
1977598.744,16256334.97,11870736.45,711454.6922,1699331.95,,20945608.87,402946.5334,2736387.9,,7095230.164,-578892.3597,141354786.9,82531141.63,25763500.61,22945572.75,Aceptado
749564.6418,,6267413.822,6728719.226,,1092911.873,21436729.78,329113.1668,2170862.679,641999.5258,12838303.44,-218949.5188,183685259.6,,28155044.82,,Aceptado
603686.6263,30969907.95,,1559335.967,1786164.311,,20699983.37,,2625546.548,,21066798.04,-151616.5664,206744870.6,21789446.04,,21477711.64,Aceptado
907041.2952,3039470.606,,,1449029.797,,,312805.0292,355542.5001,3368864.424,2391560.971,1000096.116,56270375.58,11512007.16,10843357.57,,Aceptado
884259.4168,16332472.78,24632149.31,2523423.991,1028284.489,6868855.589,52485879.17,239173.3781,3266281.09,3198840.829,,-4210054.457,90413979.26,158344422.8,23905928.47,24029039.29,Aceptado
147624.2205,2649364.801,66944.78091,1056565.669,689651.6335,385462.9354,2258563.783,131576.4028,96825.33187,586674.7342,-1283765.828,-379341.617,11337922.33,11956685.88,3594537.445,8299668.324,Aceptado
,9532039.09,,724070.9606,1670759.178,-3240873.393,5798660.947,230913.2638,1069850.672,,8943361.798,-2017366.946,70504560.8,59690239.74,8099622.342,,Aceptado
1087860.743,18679043.95,734455.8145,1661358.182,2315651.841,-7000603.285,5031731.192,260960.0956,139618.688,2023485.226,5475144.312,1029950.983,88985391.61,38841760.45,28488385.42,31902401.61,Aceptado
3120506.497,11337518.7,4281101.533,1482218.868,,-4227459.153,16962821.29,294168.2507,1530830.406,,-499796.3655,55660.37288,83257786.86,180214001.1,25400906.68,28662590.24,Aceptado
74371328.5,109115141.6,17387903.64,591382131.5,10767305.93,-11034453.68,,1370085.073,10987819.06,,13659964.64,-647206.3347,506844468.8,4784161343,100300526,74850243.73,Aceptado
77425.06269,1611465.733,496311.149,139903.1656,74629.37671,1933231.402,2696559.94,114625.0711,333937.9132,268965.2988,2636976.029,-3458848.943,8574429.525,,2320013.923,2953345.354,Aceptado
,25112339.1,12621538.76,,620738.7754,,52399832.12,1250331.636,3615333.742,4994918.936,6155825.734,-3034903.464,71928380.92,,42499392.7,28293405.7,Aceptado
121689.228,607933.4159,37239.99893,63663.3621,81419.09738,,360139.6151,56031.97694,28889.44,194365.5847,76578.00976,-2246157.496,4499751.442,5221903.739,292681.4918,2391614.246,Aceptado
283155.4544,7911285.69,15439621.35,165463.5622,567099.2077,4440362.954,13784261.73,248635.9667,1108405.69,691727.5202,13617212.33,-3313129.672,,28468528.73,8810241.896,12078979.62,Aceptado
424976.2401,,10147386.04,885549.6029,3885265.214,6423611.657,12788145.77,91624.45451,,1698490.197,1379195.929,1202132.663,234254716.2,13526845.75,55078714.36,,Aceptado
298528.7724,1427481.831,4058651.744,,996756.5566,5215391.912,2156406.485,242826.7562,1922388.355,2274893.531,,,34494431.71,12487585.74,1004100.285,2310306.559,Aceptado
8654719.731,23352857.18,202535.0163,8840229.065,2413896.877,-15043366.26,5450964.957,731084.6746,,458453.2445,,539663.9547,145043932.8,40648011.34,20513747.33,15122487.47,Aceptado
124917.9699,909758.8484,2446157.91,,12191.86422,7918766.455,,181867.2836,30257.91758,,-12503203.27,-171990.8944,5291100.689,1610879.939,3272132.25,8481369.132,Aceptado
,1377405.938,,546436.4663,852372.9672,6208200.84,4600120.878,346001.0776,165509.0419,7213449.359,-10576798.45,215059.2364,12971339.69,15359418.35,6014231.236,12260561.2,Aceptado
326576.3656,939716.4962,2616.645525,1905410.204,781017.8351,-6245290.843,819624.2743,112148.462,100153.7461,122948.2831,,-61366.95235,10606582.07,7159622.729,1556475.678,,Aceptado
1727194.65,14287677.62,14223317.9,1724975.462,1521031.228,1244699.531,32237599.39,490697.7245,9581798.952,3146829.741,10665410.04,-2807081.481,168142578.1,49470593.29,,9641353.261,Aceptado
594642.5775,,2646770.738,2670217.45,1281868.148,3357041.644,13804649.15,105704.5266,2069911.837,454271.6397,2108419.111,-2029074.102,66220492.15,19406399.94,4579536.856,6418535.13,Aceptado
688193.0689,17715328.74,6015772.619,1137999.321,,-1406123.057,32073621.14,131828.0422,3488524.151,675304.3149,14780645.49,-2620162.178,187844084.7,49329440.79,,12855523.65,Aceptado
,9515360.242,3668634.423,1011096.194,3960970.811,-2145242.045,,117671.3513,2497846.819,106151.94,17256381.43,,290503692.6,49568053.23,17726822.03,9862979.332,Aceptado
978862.7217,2578181.618,2025543.33,487976.0048,2902682.39,1010336.639,4673579.822,192661.7843,1328082.652,,,888600.3258,50766528.44,38867911.56,14099278.64,13808230.94,Aceptado
901317.7683,32151654.91,61141973.66,1179592.608,1292969.876,8256747.225,78245216.17,334174.1053,5460361.968,5593396.965,6929427.836,-3470327.257,,82706399.18,28217119.03,,Aceptado
366754.9875,29161225.7,40318704.27,,763500.0311,7112522.218,51446429.19,901204.4647,5176162.774,4089649.423,15691574.7,-3724006.07,239128796.4,43129665.05,26757144.63,18859467.85,Aceptado
47399.21208,3496418.131,5689110.726,51636.57085,257278.1838,6021196.913,5092624.239,39073.55379,,,3868224.305,-3198188.052,42286187.39,8716567.89,6076343.854,2637860.28,Aceptado
3504738.944,41875561.41,14001302.09,46046259.48,11474260.61,-1766445.347,35430675.28,772849.0601,6921279.424,894979.6651,,-818652.4077,505320092.3,428556289.4,25465975.14,28899545.91,Aceptado
64864.31649,6367213.421,2124393.119,293666.2945,1100995.192,4982156.188,7626343.418,170447.0084,21679.60888,747910.942,,-165919.1881,51587827.18,41790671.8,25589160.97,24791686.67,Aceptado
,4058451.583,4080510.646,475068.306,1259992.653,5582304.531,4555987.119,440259.2728,689504.3778,,1767225.55,451537.5193,53437973.32,11309725.49,10419364.48,11912608.2,Aceptado
802530.2157,12663401.64,683359.9048,3576981.622,7071136.383,-7170647.446,7533106.003,129633.2279,255153.7101,92812.87669,13573011.84,644584.5504,267174594.1,,19668823.13,22541526.57,Aceptado
115792.1618,,7913642.219,187669.9272,773935.401,7613746.302,7318428.125,77189.01205,1364763.603,910684.6033,-4349177.94,-2592813.527,,19527194.91,5805110.38,4483079.543,Aceptado
,7916095.316,9713946.429,950140.2508,987929.4549,6990715.987,26516211.39,,327737.4716,1481802.047,-2633487.324,-2054483.424,74381894.21,70817727.71,25211215.47,23123006.5,Aceptado
45915.61391,32927.97779,148624.089,134675.7617,,7018909.976,311775.6917,,189138.7026,,-10897229.55,,1125775.848,,265376.4238,689253.1716,Aceptado
2189617.71,,1063985.053,1347107.094,1155441.238,-8104475.225,3720024.138,741161.4106,2298814.148,5027077.801,892656.6177,,,102684145.9,13331741.52,12522803.83,Aceptado
329252.5126,113177.2942,58385.42821,703646.5826,859720.3607,3788228.383,299480.7472,57349.08647,6232.032806,924309.1957,-21052770.8,,3247514.06,,2097990.4,7211581.492,Aceptado
502399.2957,1613121.729,2871165.798,117186.067,41682.73255,5183811.251,3049572.281,152563.8613,294516.7089,7147162.593,,,5913913.164,2970141.122,6165921.243,9825069.913,Aceptado
1142420.055,10311155.24,18649308.73,283047.1254,594548.5192,4341376.037,25846018.03,365281.6814,2326511.383,8734407.438,-1782891.589,,74837525.53,68775518.39,23714096.52,20159347.62,Aceptado
485523.2486,40065371.52,37614490.24,880244.3594,404304.4149,6164820.733,63727463.4,,3559465.726,1904182.102,17838766.94,-4647377.152,197815262.8,54667884.11,26883856.76,26502924.41,Aceptado
,46361339.29,32760212.43,362760.0307,799004.4171,,53286926.97,1192744.889,6894568.919,26915231.58,,-2473057.497,147014667.8,177697170.6,29593576.41,33044219.9,Aceptado
9323813.254,90443223.68,9417828.912,61436158.73,5868100.426,-11464265.77,,,26158941.51,2405904.082,25004463.4,-5205366.081,422022161.5,,34035112.85,21246303.37,Aceptado
183004.5728,,334611.5745,22075.96156,,-50172.54275,462540.5318,74446.13222,317224.2057,4872082.563,-9019435.503,-377471.4748,3424418.206,7769215.034,1596483.004,3108011.699,Aceptado
499313.4351,16428040.15,5693367.089,5548027.449,,810381.0771,20132478.85,167734.1104,820020.4089,51875.36962,12517294.54,-1779147.793,201723306.5,154778124.1,23647846.21,,Aceptado
215150.834,19210.44337,485074.7638,15368.81433,382265.8946,4231094.885,52615.1072,78887.27501,47813.24047,5591751.661,-16920243.53,1039355.947,3848922.13,,1708291.891,3570849.653,Aceptado
87493.94789,,418.680821,138659.2693,159197.5083,-654908.4181,6222.256586,51259.23892,270473.4741,121477.6144,-13162738.91,113887.9133,249996.4801,939820.7465,94619.39924,57926.23899,Aceptado
969900.7826,,10179246.62,7044083.964,1650686.233,-3395292.93,65996461.27,247277.2374,1435102.152,393727.2949,,-2344845.229,236225299.3,236404724.3,61425064.19,46243322.61,Aceptado
7669586.293,164474085.4,,12173327.53,1655936.022,-8941298.822,166940486.1,1849678.441,18439371.36,3403469.083,34187009.02,-7871268.627,499477433.2,2621699089,59471295.34,49804245.15,Aceptado
,40425739.37,28982882.23,620298.7975,1312624.117,2651470.621,45752511.41,458214.0637,2169579.081,3503624.352,17235631.82,,269727833.6,,27152641.42,33435354.19,Aceptado
494476.7172,5242592.843,12884852.12,405139.5634,1220201.908,6386270.12,9542151.337,185618.1832,972233.5909,1915014.972,,-2199595.519,81910778.16,32316478.16,,10524665.92,Aceptado
2854768.206,41366408.32,50584334.98,9127003.721,4412671.517,7099685.73,81519597.82,877772.1265,,,1698542.889,-2088477.462,,499910169.5,57761580.08,38209174.86,Aceptado
2659317.911,733741.771,110051.117,831560.6669,,,544979.1808,,24930.34165,2539491.652,-14793240.71,1205633.635,,28559469.01,16368486.65,22940587.38,Aceptado
354693.4387,29314017.26,59866158.68,,100366.2342,8178770.628,60160831.39,314603.3476,,6977309.066,2702509.47,,,150282687.2,19759212.96,30212513.73,Aceptado
16054358.44,19535782.54,957169.0052,,6823467.239,-13441451.47,15882798.86,77056.77125,622694.2234,468768.927,10217695.29,,308060047.4,,28119172.46,37103998.66,Aceptado
122361.0817,3955702.681,23804038.7,34040.3273,1727.64257,,11920388.31,119769.1994,1070188.807,5040736.683,,-5955392.615,4312069.711,8561895.196,2386057.412,5987160.532,Aceptado
1405329.893,17936882.58,16452916.01,5787566.326,1025358.785,4420141.88,41818480.39,1046555.967,6246717.173,5110976.437,1331673.819,-6585312.788,52097828.63,352602697.4,13725991.27,15789162.4,Aceptado
1861789.893,15014997.04,3617066.513,958569.0995,,-1546791.263,11681362.41,344229.6441,316752.4401,9774509.38,-3916589.36,-85277.69067,51900732.95,128225360.4,15542632.97,32694684.49,Aceptado
,24705351.18,41070856.81,,2189290.9,6335369.641,50893025.94,439116.3826,2389327.511,4343689.93,10828413.28,-3580418.958,,,27543333.24,32012100.39,Aceptado
235564.7414,182837.0945,107.941918,245656.7391,30217.95971,-4533727.389,68110.19044,390416.4789,70120.5463,7342774.729,-11569712.98,920725.1212,136813.9724,748287.1242,325956.4851,1874949.669,Aceptado
234175.089,6784362.269,5067699.645,127982.7752,51549.91935,4782173.209,11030765.33,,1886697.332,8956582.95,3886989.418,,,,,6791387.535,Aceptado
189988.901,1214586.809,571846.631,82531.61823,487253.6382,,798601.5418,99235.31468,51789.53447,760835.7051,257528.7123,1042351.645,34521408.93,3284921.087,11199000.78,9483973.571,Aceptado
97173.59081,7365678.601,,528215.5944,152671.9576,6687914.456,8617322.014,108480.4045,45577.21445,501829.1388,-5086895.332,-1879483.986,17041003.78,14550793.71,11351488.48,15565813.85,Aceptado
7186948.194,96402582.26,8343706.7,16170248.08,2497424.309,-12322932.62,84472577.69,363732.0804,,616048.2619,,-700591.1108,466216715.5,233500267.5,72745342.24,58886177.64,Aceptado
4266345.933,6693882.207,656360.9475,853511.0621,2112015.363,-10232072.98,1582427.078,664529.2798,494842.1908,5725956.536,,922438.8037,63294246.79,,7375581.744,18309347.96,Aceptado
1372451.707,820537.5365,542959.7346,189609.8209,644564.3276,,1344308.175,265717.053,233739.8771,9736378.283,,1185967.435,23277334.97,,,13730985.37,Aceptado
,2003552.109,212523.6982,227531.0477,409032.1334,,,68878.80926,331394.3154,118443.8252,,,,6256553.942,735396.252,2504573.069,Aceptado
884605.4503,7918728.565,1817129.866,3155047.274,1111869.127,-966473.8634,22266425.47,,1826643.978,263414.2729,4956681.393,-1580151.557,,22635474.66,,9471197.085,Aceptado
243564.7726,343715.8235,387623.1921,274944.4361,,2882396.709,425504.376,220309.0643,1244422.743,2211828.122,-7175860.877,-507236.4358,8177186.05,5611111.642,1014134.504,1133142.539,Aceptado
2166595.102,22956192.22,20180896.22,,405584.3159,5177270.75,41684520.1,281935.4156,3109081.181,,-278674.4531,-895687.7845,82462659.51,26457823,18770339.68,26234361.6,Aceptado
2225486.914,11666242.49,2049301.435,6068044.447,2884098.432,-6036738.401,18406351.05,489832.2726,1429962.564,1946143.656,4770320.124,-2817749.852,,400232547.8,16148510.4,,Aceptado
52704.98681,95731.92433,2956535.78,3629.733998,,7888402.139,165400.5631,212894.8609,10309.27305,11973670.36,-19882438.66,101992.824,321684.0499,3354159.758,3024481.749,6753673.522,Aceptado
40465.76508,4478220.217,13538633.3,207196.3683,153532.0877,,22715636.13,47779.07403,8524843.605,440071.2978,-1603683.417,-7402518.431,23362975.38,21272760.73,4136657.222,968678.1371,Aceptado
3103528.726,76921176.52,26803758.34,41163975.27,3159329.126,-871586.3541,131190709,,,,21317787.3,-1999868.904,545552042.3,545414403.4,108287705.6,73437420.9,Aceptado
9703409.851,56698502.29,7427558.8,19189140.18,4065975.023,-11871340.73,57432507.27,809855.0938,13603421.41,2485110.897,21573890.63,-3929385.741,290155936.3,678038561.5,30797394.09,24535156.31,Aceptado
2470381.173,91191859.6,16504015.35,,2802857.967,-8941501.934,,911435.3236,,,,-7521115.869,,,28622520.04,26597524.5,Aceptado
3732450.723,18377423.47,11310967.48,645384.1235,2049779.127,-3798477.921,18564480.7,434235.9218,1601562.427,9135282.828,3172199.594,73494.89161,124479088.1,167784648.2,33297201.56,,Aceptado
66880.33558,797898.6518,1741116.676,247654.0315,,,2596371.435,116673.4191,86459.4532,796451.6598,,,12221044.96,7661234.414,5135878.814,6415805.164,Aceptado
189856.0557,608817.3973,118304.4763,93994.84734,79951.84638,,,,30509.32348,,-2492753.548,-1426156.165,7997569.518,4679636.15,1148126.191,3380201.062,Aceptado
59681.78159,4007232.211,,,228665.5234,,3087601.054,148326.1619,525235.5836,197014.8564,11457664.72,-2551024.143,41777760.68,7148784.834,,3661389.49,Aceptado
,2115170.637,24922.89239,4506752.516,1323322.169,-10393462.75,2411843.528,455592.6329,2606298.589,639044.5517,6418680.46,,45517724.48,5763859.369,9054827.127,3408357.364,Aceptado
42690.70909,478153.5878,10352868.26,41068.23045,,8693511.253,7127626.942,49352.39427,619746.486,2047595.212,-13513037.16,-3125678.142,6133156.542,5045998.971,3920571.543,3446162.781,Aceptado
352020.6123,5507277.143,21170554.18,70184.78186,289653.4708,7729248.858,,282581.9734,,11304026.52,-6129910.021,-34731.7969,48185195.87,,21851467.37,22074548.65,Aceptado
,18596140.79,120728.8606,3775063.131,3794014.84,-14749317.34,4613575.308,,,,13684477.59,737486.8268,134191370.4,94326419.47,13406646.98,24012664.89,Aceptado
165229.0569,,2793574.824,67848.25664,511920.1204,1566663.639,,158042.6569,,1473835.87,,-4601690.698,34086740.83,18475973.06,691460.427,1716500.344,Aceptado
165768.983,2420792.384,11963350.2,302772.9848,986220.8986,6940499.194,,232522.4163,491534.5545,,3765038.614,-3796837.765,71506551.73,43963739.55,7013379.413,8712287.991,Aceptado
1944929.034,31128454.93,30356801.79,1764148.13,,3606342.383,63867076.17,231349.1572,5058592.977,3150656.701,14060978.58,-1351822.994,,90049078.01,32953159.19,,Aceptado
,9419571.293,16625503.74,160570.8662,865518.756,5843217.684,10070677.87,942951.835,1927305.215,,8709084.82,-2391000.646,,31811868.25,9503414.1,11199950.42,Aceptado
120628.3715,16122375.44,23066839.27,,289430.8238,,40706769.81,399312.5602,823236.071,5257655.916,,-977464.1933,,,,,Aceptado
1491812.144,23559154.94,12839539.16,2185754.971,3257334.479,-459877.6802,28723830.02,124331.3851,612011.7736,364591.1712,9424885.003,-1487030.527,258296037.4,213053062.5,28941096.57,32990325.58,Aceptado
68322.08511,,16175576.58,88191.31549,234962.6877,8631268.28,5303361.624,109741.726,398000.6201,1185180.289,-7552425.151,-3525177.427,17175396.74,14761526.28,3805546.44,6123914.066,Aceptado
,67259.99566,715919.0493,30704.67685,,6926725.17,436524.55,29355.19662,50547.06767,387826.6644,-10704319.47,542184.9706,9922447.354,6437908.23,7403815.006,4057921.282,Aceptado
73094.40769,2231441.323,,293056.3145,253574.296,5515500.391,11377759.8,,1765189.035,12821.746,4768167.06,-6564555.567,,20709484.8,,1820632.943,Aceptado
363554.6138,9549678.085,18077249.21,312400.3838,,5265757.458,21456619.12,498807.6806,3007586.968,,11342945.26,-3116512.924,88063807.36,36685094.3,14507133.42,13774010.83,Aceptado
,145625.7193,6992.289138,222312.6111,215855.2534,-2869437.33,173933.7065,74548.42699,95923.19688,3131760.117,-17167730.69,1132447.743,,2382049.161,5821918.258,4619706.595,Aceptado
,11947.88109,361706.0235,14246.6905,134883.3438,6387212.328,94585.93427,21502.85174,10712.69679,893338.341,-18270455.56,694264.7284,2112608.419,2192828.001,1800891.007,2648876.584,Aceptado
2750415.036,30925423.58,18120369.04,661986.3772,969828.3747,-752891.9065,46827591.5,362487.1242,,12230983.09,5858786.785,283758.9337,137908246.8,94069018.12,57443646.82,,Aceptado
,1584391.943,7265034.106,139447.1038,633427.5236,,1943339.662,,45993.75245,577052.5654,-1434875.246,-1141596.508,28528530.31,17086565.66,4626417.813,12006616.31,Aceptado
737213.1248,26888402.4,32309662.14,2990181.959,886768.8715,6342853.368,55830569.78,407561.9766,,,4479618.082,-6716883.825,115207394.1,400981926,27350150.4,25698279.06,Aceptado
105247.6732,35126.6916,52365.88492,26494.63778,1586361.529,1692415.247,26254.13853,23682.27128,32150.84625,2657708.272,-18940950.15,1182734.955,5054055.759,6390617.203,6373267.632,4729895.141,Aceptado
148013.9727,516918.0458,6490.071165,,1777431.268,-9012273.966,159043.038,120504.4286,1192780.097,18511.05582,8244849.21,-1322097.383,24533488.06,12096824.42,1221442.264,445450.5732,Aceptado
614343.8714,8939839.885,9719517.501,198549.7093,454829.7586,,13270766.27,494285.0739,7354089.323,7630848.479,5123240.261,,50456642.95,30201372.27,4377526.996,4425078.191,Aceptado
781826.4135,891792.8479,97022.78294,57049.08838,,-7504865.545,534966.4551,45102.1595,,3884660.777,-3830313.578,968526.2006,19276194.5,,2294964.68,3651153.108,Aceptado
1257122.024,7403046.136,163910.6522,1363078.099,1845561.716,-9885363.757,2403403.823,358360.7579,,991401.4122,12885951.83,,,16464277.59,4551385.865,11161289.5,Aceptado
68869.69021,8749480.723,8577042.677,1093967.35,1279754.188,6715680.389,18720761.88,125762.4347,1076919.813,59407.22168,5483330.379,-6041575.936,61975042.33,151272021.3,14035700.44,10339638.06,Aceptado
216735.8622,,9711525.236,700488.671,1588957.212,6668332.097,15823536.16,,2659115.271,718222.4886,,-1333936.621,149014329.6,13590209.86,10632849.3,,Aceptado
324562.5054,,1242971.37,8687327.223,,4775372.812,10630639.65,26050.21536,312651.175,9553.340192,-5358366.24,-1142303.338,62821942.08,63060473.05,10262424.74,11868598.06,Aceptado
112899.0197,532351.664,2572.108821,,,,,,331965.8842,528.79932,-265043.7825,-1806116.073,4492616.54,7346300.864,1131823.615,834709.1715,Aceptado
449269.9308,1239359.979,1208039.33,607631.7681,974398.3188,2770115.443,1910934.672,47071.25732,267193.2392,604338.5976,-9328507.106,,15125096.7,19331745.73,5355927.035,8519642.216,Aceptado
1091815.54,11580800.14,5174143.516,1200014.864,742063.7116,-1909.569565,21938407.92,438532.9063,850462.8031,,2092083.464,-61782.42708,54230031.77,59808961.47,35661032.89,,Aceptado
500157.6791,824422.7625,974427.4423,231695.0144,574558.8289,-514112.9266,1691524.258,99667.4061,,1978694.429,-4166347.902,-3223550.397,9107410.568,,744213.0279,1514159.699,Aceptado
144420.5515,5364077.703,,,173501.904,6481173.823,13927687.31,182572.9041,934350.7174,1512288.65,2442353.124,,39757981.5,4885109.251,12579386.03,9377967.5,Aceptado
1763613.633,12089579.43,4719320.225,1402984.889,3268284.79,-2880718.047,11219865.23,379302.0496,2589785.749,4244334.042,4911656.778,725065.2369,150123687.6,52750648.76,,18961389.27,Aceptado
50837.87138,258259.3652,32922.22507,,33530.80179,,579522.2457,,,1998413.087,,-2455576.317,819467.8628,2380238.543,307980.0932,374708.3487,Aceptado
83607.28708,,1351053.625,68380.46646,110038.4993,4116465.118,,126225.6442,58309.69406,3099375.719,-5686875.61,-1115542.689,6923443.973,17506672.59,,13618703.18,Aceptado
721860.9044,21644650.51,63525379.69,54225.34011,682600.7013,6020910.739,35508105.87,330482.7664,1536933.019,3884044.408,12788705.97,-2133328.443,261173373.7,91634006.78,42932914.12,34347313.57,Aceptado
272478.5948,11081776.57,13830589.46,1396869.092,,6489797.189,17883360.97,326794.7301,2151330.822,697782.8672,,-3654086.495,89573486.75,,12969881.77,11347881.42,Aceptado
2149861.397,19757500.98,,2201539.003,,-5825127.794,34229649.43,616213.7051,12978813.5,,10623824.12,,,,27215486.14,13029866.81,Aceptado
147256.8251,,,718492.8175,1210155.751,,,65335.92636,,47079.26981,5364060.603,-3585215.436,42202327.44,48175929.07,,6060950.493,Aceptado
230264.2777,4332048.651,218297.0361,2774966.51,709458.138,2613746.944,5827032.408,265740.2544,32245.34288,,-3200594.563,795966.4045,26614232.38,,18312105.09,19031202.22,Aceptado
6345548.546,,6724302.814,3585114.799,830835.3417,-3960709.303,33448018.97,1182423.276,10387239.68,,3454733.469,,57857163.74,54300740.15,21051677.44,19864406.95,Aceptado
562717.9694,22775367.25,,3517260.387,979884.7077,5404913.153,51410909.06,120558.6295,2935446.56,132982.1635,,-3826444.136,175032898.3,60871887.15,26670535.55,20337311.96,Aceptado
11773391.5,57359521.8,22727566.76,48981826.11,4308281.13,-5264886.036,88446518.6,265422.3312,18974892.69,1109072.186,14344069.35,-7249580.983,268926998.7,1854844637,18528498.19,,Aceptado
578972.7589,8943754.146,54156449.4,158671.3736,,8638189.878,,,1415852.904,11033334.06,-6771626.265,,97740036.15,29078864.69,30471037.35,29927971.87,Aceptado
,38934983.98,20418053.42,11945393.91,1300816.917,4027766.355,68225921.74,980180.5384,4674001.351,14892321.95,-1416802.263,,113908858.3,102044675.5,62496410.73,47050631.96,Aceptado
369505.0406,4179127.501,23194501.27,680845.4974,280345.4201,8423049.849,36456265.28,140789.2013,2220240.081,4294525.574,-8807069.399,-4783053.263,26086057,56463505.98,10673174.15,14197116.55,Aceptado
,68780337.88,12311166.67,,1023682.936,,68622121.83,1679483.98,11053981.96,1124269.146,28891634.58,-6925444.974,238117772.1,96021180.85,17691595.17,12581090.81,Aceptado
1175548.842,,23782627.21,271997.8685,1054782.866,4863521.054,15672346.56,348659.8388,,5621201.797,5956866.06,-1134740.063,143884650,,10069462.32,20958914.78,Aceptado
211952.5265,6218424.186,3776009.668,241317.5974,1281213.389,656607.3436,,,476044.5386,721903.8464,10191060.12,-1833388.215,80662227.5,48412021.69,,,Aceptado
,,359.66982,9300605.813,472930.6204,-13715545.04,3330533.647,263684.2652,1244497.697,,11062957.26,-1249826.668,15588266.36,,3524217.959,,Aceptado
,270592.1667,17434.83711,88819.38614,513690.8769,-9272425.378,,33928.7222,,,,419562.7756,,,288948.6742,2005174.956,Aceptado
71561.02235,186710.911,4642379.527,29240.10074,,7825858.116,3225033.962,35281.19163,174373.1853,1084002.674,,-3013828.508,6265659.007,10680322.74,2756943.036,3807375.95,Aceptado
21093.45468,97792.33565,5994945.891,48488.34233,69323.1794,8843482.629,929157.5503,,56726.2973,2079508.44,-16754332.19,-3155660.815,771316.5106,7007581.667,713810.9239,3838584.231,Aceptado
654351.5999,6771459.708,535509.0065,,,-8102623.948,7454739.569,54981.20551,2235166.809,214854.7935,4249001.497,-1198297.02,,179842191.7,17949520.06,8918330.644,Aceptado
364367.0099,,2464.227879,320483.9486,1255594.065,,,73316.7744,275987.4699,,11038373.77,1066233.512,50816144.71,1745456.212,2458278.847,2082134.642,Aceptado
1162550.472,3465060.734,9685489.39,327360.3561,883821.3662,,6366214.624,248008.1209,2457479.011,9222021.07,,166028.4896,32569322.52,21585551.11,11336985.34,11440367.02,Aceptado
186480.6185,,19565816.5,158962.03,105179.9727,7845138.741,21508128.28,381072.5529,3040957.799,4818758.646,412884.7431,-6866119.654,,40433929.9,3159663.181,6192475.171,Aceptado
,1954361.588,1586764.048,,923457.7565,730244.3887,9879031.687,224072.6191,3800488.57,6470637.296,-10125648.43,520833.7866,23328435.45,,10832129.79,8166389.795,Aceptado
7003306.886,10904003.51,12143135.87,691811.5649,2802977.542,-2981614.979,18488205.15,242479.3337,1174901.093,11188874.5,-3604102.524,1005093.844,135628125.8,144446926.1,50401159.95,42884242.35,Aceptado
435519.6681,,1477145.335,904483.4472,165518.9889,,,129961.6266,,,36758.76089,-431973.1758,22088551.59,,,23630317.38,Aceptado
